nucleus_RNA_InR	nucleus_RNA_SOD2	nucleus_Foxo1_Pa0_Pd0_Pe0_pUb0	nucleus_Foxo1_Pa0_Pd0_Pe1_pUb1	nucleus_Foxo1_Pa0_Pd1_Pe0_pUb1	nucleus_Foxo1_Pa0_Pd1_Pe1_pUb0	nucleus_Foxo1_Pa1_Pd0_Pe0_pUb1	nucleus_Foxo1_Pa1_Pd0_Pe1_pUb0	nucleus_Foxo1_Pa1_Pd1_Pe0_pUb0	nucleus_Foxo1_Pa1_Pd1_Pe1_pUb1	cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb1	cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb1	cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb1	cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb1	cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb0	nucleus_Foxo1_Pa1_Pd1_Pe1_pUb0	nucleus_Foxo1_Pa1_Pd0_Pe0_pUb0	nucleus_Foxo1_Pa0_Pd0_Pe1_pUb0	nucleus_Foxo1_Pa0_Pd1_Pe0_pUb0	nucleus_Foxo1_Pa0_Pd1_Pe1_pUb1	nucleus_Foxo1_Pa0_Pd0_Pe0_pUb1	dnabound_Foxo1_Pa1_Pd0_Pe1_pUb1	dnabound_Foxo1_Pa1_Pd1_Pe0_pUb1	cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb0	dnabound_Foxo1_Pa0_Pd0_Pe1_pUb0	dnabound_Foxo1_Pa0_Pd1_Pe0_pUb0	dnabound_Foxo1_Pa1_Pd0_Pe0_pUb0	dnabound_Foxo1_Pa0_Pd1_Pe1_pUb1	dnabound_Foxo1_Pa0_Pd0_Pe0_pUb1	dnabound_Foxo1_Pa1_Pd1_Pe1_pUb0	nucleus_Foxo1_Pa1_Pd0_Pe1_pUb1	nucleus_Foxo1_Pa1_Pd1_Pe0_pUb1	cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb0	cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb0	cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb1	cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb1	cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb0	cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb1	IRS1	cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb1	dnabound_Foxo1_Pa0_Pd1_Pe1_pUb0	dnabound_Foxo1_Pa1_Pd0_Pe0_pUb1	dnabound_Foxo1_Pa0_Pd0_Pe0_pUb0	dnabound_Foxo1_Pa1_Pd1_Pe1_pUb1	cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb0	dnabound_Foxo1_Pa1_Pd1_Pe0_pUb0	IRS1_TyrP	cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb0	dnabound_Foxo1_Pa0_Pd0_Pe1_pUb1	Ins_InR_P	cytoplasm_InR	cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb0	ROS	dnabound_Foxo1_Pa0_Pd1_Pe0_pUb1	InR	Ins_2_InR_P	dnabound_Foxo1_Pa1_Pd0_Pe1_pUb0	NOX	IRS1_PolySerP	IRS1_TyrP_PolySerP	PTP1B_ox	AS160_P	GSH	cytoplasm_GLUT4	JNK_P	PTEN	DUSP_ox	PKC_P	Akt_P2	PI345P3	cytoplasm_SOD2	IKK	cytoplasm_RNA_SOD2	cytoplasm_RNA_InR	cytoplasm_Ins_InR_P	NOX_deact	cytoplasm_Ins_2_InR_P	IRS1_TyrP_PI3K	Ins_InR	degr_Foxo1	PKC	IKK_P	DUSP	PIP2	NOX_inact	JNK	Akt	PI3K	PTEN_ox	AS160	GSSG	cellsurface_GLUT4	PTP1B	Foxo1_Pa0_tot	Foxo1_Pa1_tot	Foxo1_Pd0_tot	Foxo1_Pd1_tot	Foxo1_Pe0_tot	Foxo1_Pe1_tot	Foxo1_pUb0_tot	Foxo1_pUb1_tot	cytoplasm_Foxo1_tot	nucleus_Foxo1_tot	dnabound_Foxo1_tot	Foxo1_all	InR_tot	InR_bound	InR_active	PI345P3_mol	PIP2_mol	PTP1B_plus_PTP1B_ox	PTEN_plus_PTEN_ox	NOX_total	IRS_total	JNK_plus_JNK_P	IKK_plus_IKK_P	DUSP_plus_DUSP_ox	Values[insconc]	Values[k_ros_perm]	Values[ros_ext_conc]	Values[ros_cyto_conc]	Values[rosconc]
621423178385596.9	2421066127780886.5	656508531486604.9	72891270753.31938	4657666318.803474	2595848855.1343136	414148218.57460845	766396880.2535561	1584258.3351747245	11583.08662007335	97157686404.72963	1342687.5452379691	876845.7779896472	278541.3627001323	14655578190103.152	144381.58518646721	26218190763.600143	8617996616111.585	141082563161.68878	100796830.51706833	5761629114272.539	51886426.693655506	7839841.796909839	21095.05737170178	45022033014075.47	1330644045075.523	269992553831.28256	577739616.6800704	40018383093428.984	911907.9147470756	13004743.682828207	83221.25463608827	8390887881.474728	37078689211.741356	122908379.83661592	2269.171904578505	7623628044.641694	245364937.22029653	6139960078373066.0	361501544.96096164	14574535472.816246	4585903378.194005	4264026230354926.5	87414.09276215546	29301093.769958787	81461006.45912091	-7.826446664099001e-17	53720243.34080303	417053459704.54694	0.0	600198055679214.0	2728401.8707827493	110471053395.51857	51363572742.32069	1.4026669529449068e+18	0.0	3028465187.661009	4.758966281023139e-12	16163146824514.297	-3.793282559340514e-21	1411954124173020.5	228673936381.65515	5796538847905.645	5598794739452190.0	3457488038260.065	6047388263989553.0	54507252285129.31	2129235291.5544193	2075357660.4852567	11235127959831.521	2492481603532518.5	121125540232775.66	2802047582747.655	719430541296.1737	0.0	-2.2436383026678776e-29	0.0	-2.623819577749361e-16	0.0	91273456806.26625	6060603931370764.0	86580979345.50636	6006098808320924.0	1.2170583053858358e+16	6060606060606.061	966239481658707.4	6060603985248398.0	606060606060606.0	13217796616509.754	1211892538184831.0	264067212700.4161	1.1906073123498472e+17	4648651936433042.0	122267920188761.98	20512095900.25103	122245189583865.39	43242700796.866035	121142628934255.02	1145803350407.2263	121254186528903.03	1034245755759.1818	29434900916483.535	40429933670298.734	52423597697879.95	122288432284662.22	6040845630738246.0	0.0	0.0	1.1235127959831522e+16	1.2170583053858357e+19	6060606060606063.0	6060606060606062.0	6060606060606.061	6156123225197580.0	969696969696967.4	121212121212121.16	6060606060606053.0	0.0	4.8100000000000005	0.0	1.835067332151471e-10	1.8350673321514715e-13
701430540838784.1	2736808764308219.5	650540791215847.6	84713032274.6228	5333620462.286299	3049725016.044862	282021001.2661762	533031910.5453378	1066165.51889053	9248.592342430515	93945556694.2286	1574068.3034652846	659853.5896690725	202266.91774694377	13238809948683.479	109533.44565923487	16184007274.113611	9166187280015.967	153776853331.42468	124044470.24006262	6243879264202.721	41321478.76505929	6028764.940923895	16233.54697281845	51865685700249.086	1558780160260.4028	178012765387.94888	770238911.7817117	46512532334077.16	724010.5005847781	9881245.538233459	60576.15286256759	8678200122.510891	36128027908.78195	84309021.42217785	1814.550596394261	4863108233.527295	255708059.36316553	6148090157479886.0	392015043.8440087	18515453741.32474	3338027780.0055027	4524814420141485.0	73374.4450565556	32778691.262821533	59182647.011815846	-2.139300417929102e-17	37688090.19650416	526412439568.04736	0.0	600652906148221.1	1904123.3119019622	110517755634.82005	63245134923.521706	1.4023554967505482e+18	0.0	2186733161.851015	4.5678184780535285e-12	17478372983597.822	-1.0346766271773947e-21	1414063255132886.5	146698359990.87238	5796408998343.027	5592407101675055.0	3720025727202.3447	6046980089746900.0	58905040143479.445	1139697540.715703	1145949460.1027133	11235872253645.068	2491427916613631.5	121118951815374.62	3179958628513.7183	815199981407.6151	0.0	-5.398364586355708e-29	0.0	-9.394845864011773e-17	0.0	100899618832.32971	6060604920908513.0	93169396746.50104	6001701020462575.0	1.2170582309564546e+16	6060606060606.061	965976943969764.5	6060604914656596.0	606060606060606.0	13625970859162.453	1211974513761221.5	264197062263.035	1.2070754409940222e+17	4646542805473177.0	122454938136279.1	13152982909.598883	122420435592914.52	47655526274.137886	121206621079648.89	1261470039539.8071	121330738592779.64	1137352526409.0598	26605219642409.133	40133425615817.83	55729445860961.72	122468091119188.67	6040092408695802.0	0.0	0.0	1.1235872253645068e+16	1.2170582309564545e+19	6060606060606064.0	6060606060606063.0	6060606060606.061	6165568530463483.0	969696969696966.9	121212121212121.12	6060606060606054.0	0.0	4.8100000000000005	0.0	1.835843116857476e-10	1.835843116857476e-13
776593601065508.4	3033564271641778.5	644656456511865.6	96980248418.41434	6008401222.063568	3508654057.9965377	189686283.53535724	364336218.46748924	707124.5878976545	7131.023708561196	91073612431.86101	1805430.1620053744	484079.97823077685	143522.16419064335	12050617263169.592	80789.7036380312	9949610682.504616	9667436731491.896	165717928547.86115	148674145.38699943	6719266315532.32	31677483.550834324	4457678.219931856	12131.134627405061	58523688078467.41	1783220613980.3115	115085273159.74509	987890734.1804259	53033187476540.445	551220.4841998572	7310256.905177099	43039.386017361896	8918362706.701666	35156175850.711174	57038754.60135015	1400.679264389485	3084906207.924808	264789713.9249738	6156250102583961.0	419939213.57266843	22757124231.412445	2363070284.3269067	4747685545255745.0	58651.79870696917	36089251.479312	41631973.09185853	-4.689457247349083e-16	25982856.087487623	645726360453.9669	0.0	601153469581231.6	1306354.4149838814	110544381631.19043	75609006364.04092	1.4020907363209902e+18	0.0	1532869530.6212554	3.3291992093700297e-12	18742686590453.76	-4.0785809250978367e-22	1415364328020109.5	93394988875.11678	5796326208032.788	5587124375034810.0	3970037602680.077	6046642213095334.0	63135300669028.305	610036145.964544	632758485.5084226	11236488440814.176	2490827619610816.0	121112675456547.78	3536059603339.814	905400822203.0503	0.0	-2.5798098470515186e-29	0.0	-3.1666496021815755e-15	0.0	110221131588.40259	6060605450569908.0	99445755573.31633	5997470759937028.0	1.2170581693377382e+16	6060606060606.061	965726932094286.9	6060605427847571.0	606060606060606.0	13963847510730.482	1212027817132338.0	264279852573.27466	1.220694970613405e+17	4645241732585955.0	122639986329694.5	8369252087.529203	122596465729772.14	51889852009.93404	121276162376466.89	1372193205315.1604	121407140487461.8	1241215094320.258	24232452477799.68	39838917785952.27	58576985318030.1	122648355581782.06	6039566022583861.0	0.0	0.0	1.1236488440814176e+16	1.2170581693377382e+19	6060606060606065.0	6060606060606064.0	6060606060606.061	6174992789174416.0	969696969696966.9	121212121212121.1	6060606060606056.0	0.0	4.8100000000000005	0.0	1.8362854091559875e-10	1.8362854091559872e-13
846335905149169.4	3309013680394008.5	639145092333125.8	109717242113.26714	6680661755.419826	3970350065.314451	126208600.70922333	245514333.2079987	463206.18534045975	5343.206756854213	88637458106.01624	2036461.104366883	347792.3004288186	99956.3971858325	11053434140505.365	58230.928506449054	6095454919.3228445	10132057298153.68	176988728101.30917	174520470.141555	7191927128333.438	23535561.129454847	3192425.401528746	8851.505073202796	64944081305533.8	2001379243659.0757	73221541970.49265	1228052694.8133488	59538867023461.99	405551.0166588278	5289968.73876559	29955.084255344766	9126789540.186207	34219524407.531384	38152431.809738226	1050.7494567876436	1948077577.1869977	273241585.16182756	6164443639140555.0	445895136.8247147	27231765422.229786	1634983182.6507795	4937452538617538.0	45051.815829380066	39258688.10055442	28525803.940708816	-1.8272187721813243e-16	17659976.26781343	773886256122.5199	0.0	601680302160314.5	883890.2654749204	110552220825.01881	88267251218.20248	1.4018738478597284e+18	0.0	1048895124.5263771	2.6192580595185648e-12	19952858431033.125	-3.9329377257788663e-22	1416140060162071.5	59086461357.1214	5796287786052.767	5582747832018414.0	4208070312569.203	6046362860222609.0	67203349982385.41	326528825.34920466	349390016.57802516	11236997954059.012	2490650992474839.5	121106697655035.94	3867291076032.7524	989271744261.1367	0.0	-1.1471832297272838e-29	0.0	-6.206455666871579e-16	0.0	119277956929.87596	6060605734077231.0	105423557085.15031	5993402710623673.0	1.2170581183864132e+16	6060606060606.061	965488899384397.4	6060605711216043.0	606060606060606.0	14243200383453.646	1212062125659856.0	264318274553.29565	1.2319782455775528e+17	4644466000443996.0	122823854791051.08	5291439148.523498	122773198239749.48	55947990450.13731	121351080631903.75	1478065598295.8223	121483391903232.38	1345754326967.2122	22241569759432.14	39564643451004.555	61022933019762.914	122829146230199.61	6039251590828353.0	0.0	0.0	1.1236997954059012e+16	1.2170581183864132e+19	6060606060606067.0	6060606060606062.0	6060606060606.061	6184396497571588.0	969696969696966.6	121212121212121.1	6060606060606058.0	0.0	4.8100000000000005	0.0	1.8364156283225716e-10	1.836415628322572e-13
910391597677691.2	3562074814487640.5	634145372661781.9	122944287983.5899	7349510466.265449	4433193704.324108	83165206.83385195	163491384.73539883	300182.507369726	3909.293571923221	86682832133.34625	2267454.0753470794	245561.70690382636	68555.12742614587	10216116683953.809	41171.498091268986	3722550835.320981	10567892637165.64	187658349672.7034	201455885.2927492	7664711374296.086	17035337.867889144	2226866.2749456475	6331.971949434176	71094560952688.08	2211492863154.108	45975075586.11823	1487982605.9993768	66001378726613.016	290044.8408492337	3757249.733662457	20482.307164796643	9315047625.903677	33354042224.062626	25276782.053590175	769.9051325475072	1225574516.6956	281570783.2432682	6172671839916022.0	470422368.0262303	31877317646.57089	1109779245.540424	5098596236146434.0	33483.731603278735	42315366.12946679	19125353.7632898	-3.948775817375029e-17	11862271.086115614	909859343891.3027	0.0	602217944021714.0	591206.3364235765	110542704026.56154	101067618754.04704	1.401704645097343e+18	0.0	703550893.7240485	2.0401018866426964e-12	21108327247108.86	-1.3347599280580378e-22	1416548511384274.8	37184819569.64518	5796290612470.691	5579116920827938.0	4434647263145.01	6046132278574327.0	71114378505987.72	174778288.9391726	192922554.93858662	11237418553770.5	2490865597719439.0	121101005478606.66	4172131006962.617	1066437533107.9143	0.0	-7.685510347227064e-30	0.0	-1.3250597436783918e-16	0.0	128116815881.41765	6060605885827767.0	111115733514.43854	5989491682100076.0	1.217058076326442e+16	6060606060606.061	965262322433821.0	6060605867683505.0	606060606060606.0	14473782031736.611	1212084027301643.2	264315448135.37048	1.2413391884904963e+17	4644057549221795.0	123007042570138.34	3327615157.575062	122950536081897.6	59834103398.35878	121431142087408.92	1579228097887.0176	121559493877447.39	1450876307848.5503	20570388594024.984	39319550409721.56	63120431181549.39	123010370185295.94	6039132931065953.0	0.0	0.0	1.12374185537705e+16	1.217058076326442e+19	6060606060606070.0	6060606060606064.0	6060606060606.061	6193780167163131.0	969696969696966.0	121212121212121.1	6060606060606064.0	0.0	4.8100000000000005	0.0	1.8362575419694608e-10	1.836257541969461e-13
968728589202142.5	3792596712656956.5	629705866047929.6	136673390676.29863	8014304453.793331	4895937292.673187	54325181.85495102	107779141.70406693	192716.61287398596	2803.125219400287	85221594263.97356	2498980.6690989556	170843.08402853928	46419.259562218445	9512751522369.549	28639.151408039834	2266868750.6306286	10980748952197.535	197783214393.31445	229376629.13479435	8139454076000.256	12061154.982508065	1519582.0619606082	4454.788527988739	76957451810026.17	2412447027031.0933	28551012474.775352	1764985366.9845836	72402536643489.78	202571.94894500804	2626292.5555014606	13792.437500672762	9491499763.540335	32580861989.657562	16610160.141308632	553.1212371579874	768575886.9879948	290167475.6642359	6180934390061335.0	493960614.3163183	36638562112.05668	741192126.5949044	5235166703301939.0	24209.212974944556	45285987.82063722	12591825.448113779	-8.428445799666633e-18	7889049.572448971	1052701856059.2838	0.0	602754453932537.9	391620.23935534357	110517325231.66917	113890668851.1711	1.401581909505821e+18	0.0	464103695.70362115	1.5888342139658965e-12	22209917013811.598	-3.6882040023243604e-23	1416681376789300.2	23297554685.19922	5796331339674.455	5576101236619566.0	4650270324559.199	6045942381030722.0	74873461992037.44	93552078.4453104	106525975.09185651	11237764972319.504	2491437940663650.0	121095586521974.08	4450222828488.176	1136815572564.7903	0.0	-8.682827484599228e-30	0.0	-2.816579307608251e-17	0.0	136787081707.18027	6060605967053978.0	116534690146.98361	5985732598614021.0	1.2170580416845874e+16	6060606060606.061	965046699372406.5	6060605954080084.0	606060606060606.0	14663679575342.111	1212097914566527.0	264274720931.60602	1.2491139993402032e+17	4643924683816770.0	123189846155918.0	2083139483.3515139	123128375927689.06	63553367712.298546	121516082799452.83	1675846495948.5493	121635448299423.34	1556480995978.015	19167177449052.324	39106993803427.16	64917758042921.91	123191929295401.39	6039193375652086.0	0.0	0.0	1.1237764972319504e+16	1.2170580416845873e+19	6060606060606071.0	6060606060606064.0	6060606060606.061	6203144307075146.0	969696969696965.8	121212121212121.06	6060606060606058.0	0.0	4.8100000000000005	0.0	1.8358359673034747e-10	1.835835967303475e-13
1021483984976959.4	4001102870475121.0	625823162308078.2	150906769698.24243	8674536449.770283	5357521757.875143	35206103.86779525	70438260.67123923	122707.72273731833	1975.6013898810347	84243219945.14891	2731669.6351235993	117364.32645693679	31090.484910534306	8921719454205.98	19644.914057992246	1376786425.926122	11374821145817.78	207409117832.74026	258192378.96623814	8617223892763.327	8379890.014096419	1017918.0228834675	3089.874816849935	82525743065039.84	2603623996475.0884	17566866523.11607	2056505435.7361803	78731520697018.36	138666.27686419812	1810477.1765657545	9165.11138655509	9661947969.401598	31910485200.856678	10838000.803442318	390.7893577818317	480651011.15272534	299318105.9313276	6189230264656650.0	516850156.91410244	41467429638.49334	488226324.69540656	5350753357400002.0	17100.2696152208	48193372.996599115	8164005.767315986	-1.777686829761074e-18	5202171.0684870975	1201561602844.8157	0.0	603280917540174.2	257265.35836693423	110477582397.86873	126645494935.87561	1.4015036730441295e+18	0.0	301869245.6900851	1.2373851500278334e-12	23259150345659.594	-9.49203795559674e-24	1416594916031286.2	14541400668.290827	5796406547942.98	5573594338851106.0	4855421172786.354	6045786454067813.0	78485568068618.05	50074820.12923189	58820407.87084415	11238049443175.555	2492334704055197.5	121090428873800.42	4702060549933.752	1200536655041.9507	0.0	-8.892506582885321e-30	0.0	-6.093237766422333e-18	0.0	145338030693.7906	6060606010531234.0	121692338320.65512	5982120492537438.0	1.2170580132375018e+16	6060606060606.061	964841548524179.0	6060606001785651.0	606060606060606.0	14819606538249.67	1212106670720544.0	264199512663.08133	1.255577095149515e+17	4644011144574785.0	123372426586972.42	1299014660.4273717	123306614121516.72	67111480116.13366	121605627806654.25	1768097794978.5698	121711257569753.38	1662468031879.4417	17988775718876.746	38927066137321.58	66457883745434.53	123373725601632.86	6039416376620435.0	0.0	0.0	1.1238049443175554e+16	1.2170580132375017e+19	6060606060606071.0	6060606060606063.0	6060606060606.061	6212489415002310.0	969696969696965.4	121212121212121.08	6060606060606056.0	0.0	4.8100000000000005	0.0	1.8351757873400124e-10	1.8351757873400122e-13
1068911664697230.2	4188582809828363.0	622465552991421.2	165637006339.8499	9329775434.749363	5816972733.490907	22651874.70656847	45688827.287373774	77565.79503190218	1371.7842816769767	83723020629.48883	2966071.2343307477	79743.6379167652	20629.521460512846	8424948162352.061	13313.033532776904	834182389.4121999	11753069278355.283	216573381123.0246	287819334.7989509	9098531655338.604	5728350.513195254	671223.1635030643	2116.995140057395	87800025076290.12	2784776276985.039	10723950421.333136	2360179058.378247	84982810204201.17	93307.28584321204	1233010.5807127117	6020.230123767782	9830213246.695185	31345941396.07313	7027819.823744368	272.1607931195587	299852856.90723336	309220777.0505465	6197558090626400.0	539341870.495153	46322806633.1016	317788992.36287093	5448494210467646.0	11841.007655960351	51055528.91764413	5224472.200468535	-3.9376336527634284e-19	3405173.202553478	1355674587401.7578	0.0	603790961786625.6	167789.47638478363	110424934380.29047	139265043857.84784	1.4014674542868536e+18	0.0	194007488.36931592	9.63676716627297e-13	24257882128230.17	-2.3745888908576822e-24	1416326294461171.2	9046593468.606407	5796512861064.282	5571508973885884.0	5050562355419.866	6045658918257559.0	81955559507640.7	26803120.278302617	32478842.638968896	11238282135586.22	2493523629168433.5	121085521090596.84	4928731626210.542	1257880313122.036	0.0	-8.516692678105701e-30	0.0	-1.2313742053096938e-18	0.0	153817062390.24982	6060606033802939.0	126600121524.24094	5978650501098414.0	1.2170579899682608e+16	6060606060606.061	964646407341545.2	6060606028127221.0	606060606060606.0	14947142348504.117	1212112165527743.5	264093199541.77927	1.260953426700477e+17	4644279766144897.0	123554857543992.34	807331978.8559939	123485150512313.73	70514363657.46283	121699502667719.56	1856162208251.578	121786924372383.58	1768740503587.5398	16999096131508.043	38778054381593.59	67778514362869.5	123555664875971.14	6039785935990179.0	0.0	0.0	1.123828213558622e+16	1.2170579899682607e+19	6060606060606069.0	6060606060606063.0	6060606060606.061	6221815972754630.0	969696969696965.1	121212121212121.08	6060606060606054.0	0.0	4.8100000000000005	0.0	1.834301235552998e-10	1.8343012355529978e-13
1111340915827612.2	4356327586569220.5	619587530343669.8	180848114714.4141	9979637159.338202	6273349092.357301	14479130.61446586	29440462.217880163	48717.64389244167	940.2272445536374	83627973178.68361	3202585.6202069586	53660.75579345603	13577.234233749256	8007308439890.066	8926.994447282263	504323376.3839306	12117531364709.336	225306769553.0344	318176077.1304256	9583496848171.146	3860903.6793648177	436685.01040733996	1434.9607495035234	92786160281448.98	2955924847043.744	6502900043.032808	2673858195.9245296	91154600626801.92	61866.57378546995	830770.4996988714	3914.707164894792	9998627328.431467	30885151692.596687	4531984.479547495	187.19195347422018	186651028.62678608	320000770.6892333	6205916339540903.0	561611189.5192264	51170052703.488846	204722903.530488	5531105925285860.0	8060.27781799206	53885541.91037907	3306082.4537687185	-8.511478879668359e-20	2214530.69415858	1514358497409.638	0.0	604280298511608.8	108742.3536155279	110360771130.13884	151701606611.71823	1.401470450873673e+18	0.0	123412957.76443653	7.505123709258225e-13	25208104711773.574	-5.855341504746074e-25	1415902173447741.8	5612262278.593166	5796647028545.481	5569773357838881.0	5236138152945.489	6045555131571951.0	85288195205105.17	14346676.730881145	17933830.407783005	11238471511882.686	2494974112576352.0	121080852175734.12	5131713013964.907	1309223530507.9617	0.0	-8.46752292100613e-30	0.0	-1.9897703165425082e-19	0.0	162268608660.9728	6060606046259384.0	131269036386.95451	5975317865400948.0	1.2170579710306314e+16	6060606060606.061	964460831544019.2	6060606042672234.0	606060606060606.0	15050929034113.416	1212115599858933.5	263959032060.58038	1.2654280618216544e+17	4644703887158326.0	123737158497362.62	500292648.6475273	123663890796083.02	73767993928.28865	121797440227616.8	1940218562394.475	121862451525564.28	1875207264446.997	16167917555523.252	38657339381890.71	68912401852597.336	123737658790011.3	6040286895839795.0	0.0	0.0	1.1238471511882686e+16	1.2170579710306314e+19	6060606060606068.0	6060606060606065.0	6060606060606.061	6231124444252677.0	969696969696964.6	121212121212121.08	6060606060606053.0	0.0	4.8100000000000005	0.0	1.8332354008328713e-10	1.8332354008328712e-13
1149144615708077.2	4505803243378870.0	617138477758701.1	196517043511.28973	10623770722.176378	6725724050.192353	9200063.311068164	18860428.183025684	30426.175788487853	637.1302828348308	83920802758.00935	3441435.5225443244	35800.74965037096	8872.018189311688	7656121625852.728	5930.450554334851	304305492.29007256	12469573316347.13	233635072555.06778	349181455.53323394	10071975785731.566	2570305.7498186515	280817.6326469337	963.5049537595385	97493536008475.23	3117279273969.1885	3920759172.530206	2995615517.708554	97247612192024.12	40500.01369497687	554437.7034727067	2523.1106318963148	10168433354.346006	30522684870.170227	2908028.6142834653	127.34826557000372	115953407.60452048	331725062.67248714	6214303429948939.0	583772762.9148272	55980373902.368774	130698734.34113498	5600923567603387.0	5406.125044529617	56691951.25619696	2071975.2797648383	3.14235199135713e-18	1431962.8764020547	1677004854019.204	0.0	604746311464138.5	70080.43494750939	110286394462.14883	163922772147.8491	1.4015096925267656e+18	0.0	77815382.21158963	6.021296169710308e-13	26111844872641.29	-1.327754846828353e-25	1415343202273414.8	3473155287.796262	5796805980794.85	5568328259230605.0	5412575292529.273	6045471227696279.0	88488129662839.16	7679222.940807453	9902516.539229792	11238624621404.955	2496657580397099.5	121076411562135.11	5312713536881.24	1355001105992.9487	0.0	-8.577337106483943e-30	0.0	8.12484959581345e-18	0.0	170733527855.87198	6060606052926838.0	135709649985.96584	5972117930943213.0	1.2170579557196788e+16	6060606060606.061	964284394404435.5	6060606050703549.0	606060606060606.0	15134832909787.246	1212117738965924.2	263800079811.21057	1.2691537066711203e+17	4645262858332652.0	123919316883574.38	309235748.26034266	123842747822924.39	76878296398.1618	121899184399729.53	2020441719593.052	121937841886379.48	1981784232943.0962	15469902191602.13	38561940398374.25	69887783529346.22	123919626119322.6	6040905118840684.0	0.0	0.0	1.1238624621404956e+16	1.2170579557196788e+19	6060606060606067.0	6060606060606066.0	6060606060606.061	6240415274821580.0	969696969696964.8	121212121212121.08	6060606060606052.0	0.0	4.8100000000000005	0.0	1.831999908009117e-10	1.8319999080091168e-13
1182715375300708.5	4638555896205249.0	615067709965140.6	212615296341.29062	11261853336.116446	7173184947.522104	5814129.013871657	12020370.660674103	18907.896985278305	427.4135359451185	84562791917.94241	3682667.3862266433	23702.53607236224	5760.700405940593	7360754729924.254	3907.4185425390165	183299141.1182414	12810083165683.543	241580344672.89224	380753850.83978885	10563657471887.459	1692627.4922906074	178774.76033429356	641.5340424682719	101933770250871.08	3269176278248.0347	2352319679.586473	3323737452.8711457	103264208149335.45	26220.12934864589	366877.09969381796	1613.5690891812606	10340102836.963804	30251049428.195213	1857618.6617846	85.80087973472732	71901719.44672197	344415259.49467295	6222717781363773.0	605894082.6794639	60730144704.71745	82780948.78366686	5659943461172804.0	3579.554009675167	59479371.25982466	1287694.7316101051	-1.2386954453032717e-17	921198.4329055549	1843070893043.0076	0.0	605187693840708.5	44938.57466641378	110203007015.64856	175907960577.4336	1.4015821595421757e+18	0.0	48691450.11132999	4.700720901969435e-13	26971109805359.57	-2.0208409690370406e-25	1414666357342156.8	2144755627.9461699	5796986863053.085	5567124688272047.0	5580283558573.876	6045403982986242.0	91559911582193.56	4110392.0075077796	5467868.941597949	11238747342504.729	2498547692751780.5	121072189097540.42	5473555083368.154	1395675790694.6138	0.0	-8.612037081188817e-30	0.0	-5.060317801552563e-17	0.0	179248835972.26028	6060606056495670.0	139932114580.62537	5969046149023860.0	1.2170579434475692e+16	6060606060606.061	964116686138390.8	6060606055138198.0	606060606060606.0	15202077619823.557	1212119067365584.2	263619197552.97516	1.2722566630486531e+17	4645939703263910.0	124101302563516.73	190714369.69320813	124021642191873.4	79851086012.99957	122004492087037.11	2097001190849.319	122013098290906.14	2088394986980.2612	14883789020366.115	38488835154291.234	70728869103229.06	124101493277886.4	6041627585398238.0	0.0	0.0	1.1238747342504728e+16	1.2170579434475692e+19	6060606060606067.0	6060606060606065.0	6060606060606.061	6249688891169133.0	969696969696964.6	121212121212121.05	6060606060606054.0	0.0	4.8100000000000005	0.0	1.8306147344792123e-10	1.8306147344792122e-13
